id,nombre_crudo,nombre,tipo,homenaje,estado,nota,fuente
011,Arroyito,,,,,,
012,Arturo Humberto Illia,,,,,,
013,Atahualpa Yupanqui,,,,,,
014,Av Jose Marrero,,,,,,
015,"Av, Virgen de los 3 Cerritos",,,,,,
016,Av. Central,,,,,,
017,Av. Costanera,,,,,,
018,Av. del Parque,,,,,,
019,Av. Jesus de los Linderos,,,,,,
020,Av. Lanza Donatti,,,,,,
